0    3.44103903647792e-23    -3.66602973971164e-23    4.00935282211045e-14    6.0028075761316e-13    2.00233684032194e-07    7.74777876305951e-07
0.1    -9.84855450444754e-16    -1.49610939963421e-14    7.04299767914266e-15    3.58168779770045e-12    8.39225695456392e-08    1.8925347546876e-06
0.2    -1.1056752535552e-15    1.84930140613139e-14    1.01862274649164e-14    1.29676900575893e-12    1.00926842142794e-07    1.13875765892438e-06
0.3    2.41136479706336e-15    3.85063057382176e-14    1.04065253594416e-14    9.97723292463132e-13    1.0201237846184e-07    9.98860997568296e-07
0.4    3.77876072127593e-15    -1.96967066932221e-14    1.65281513014541e-15    1.54000647985638e-12    4.06548291122394e-08    1.24096997540488e-06
0.5    -3.90589825237516e-16    -4.71266435002618e-14    6.02574437862328e-15    2.73204801236774e-13    7.76256682974342e-08    5.22689966650185e-07
0.6    -2.79566804118273e-15    3.52667507279289e-15    5.98795834596092e-16    9.94451696510565e-13    2.44703051594393e-08    9.97221989584348e-07
0.7    -8.58309860639426e-16    2.40743711078075e-14    3.32515977306563e-15    1.21693195392619e-13    5.76641983648922e-08    3.48845517948301e-07
0.8    7.14330327005559e-16    6.84520201041378e-15    3.67132802245736e-16    5.6570464931415e-13    1.91607098575636e-08    7.52133398616329e-07
0.900000000000001    1.04839779036891e-15    1.22220036747936e-15    2.20122940925217e-15    6.52172810187101e-14    4.69172613144903e-08    2.55376743300384e-07
1    8.91814753151379e-16    -4.62939510328485e-15    6.04691411607115e-16    2.64261442833558e-13    2.45904740012696e-08    5.1406365640216e-07
1.1    1.56060583038536e-16    -8.32839218661643e-15    1.03934042515215e-15    1.33058110671305e-13    3.22388030973879e-08    3.64771312840394e-07
1.2    -4.24918730984059e-16    -2.05826161148554e-15    1.94359326622648e-15    3.36897320835052e-14    4.40862026741529e-08    1.83547628923681e-07
1.3    -3.81919599217768e-16    2.46699515627588e-15    1.20497505680986e-15    6.53127700516263e-14    3.47127506373359e-08    2.55563632098987e-07
1.4    1.96946001268964e-16    7.02944727661235e-15    7.36463578245925e-16    6.26947688288031e-14    2.71378624479882e-08    2.5038923465038e-07
1.5    5.61783442455712e-16    -2.15648807472216e-16    1.0949289038924e-15    3.87032919167787e-14    3.30897099396837e-08    1.96731522427848e-07
1.6    3.48183274339518e-16    -2.13678901674187e-15    1.68173541964404e-15    1.96783077298636e-14    4.10089675515495e-08    1.40279391679119e-07
1.7    4.41227669965591e-16    2.86521814580336e-15    1.78201574328706e-15    1.7834772903707e-14    4.22139283091145e-08    1.33546894024934e-07
1.8    4.53801081299378e-16    6.66700235463696e-16    1.04631928127595e-15    5.28839297161844e-14    3.23468589089567e-08    2.29965061946776e-07
1.9    5.2679016971206e-16    -2.12999053824621e-15    3.00256609923735e-16    9.40695980036707e-14    1.73279141827207e-08    3.06707675162639e-07
2    2.98117305289259e-16    -2.62927096274948e-15    5.61303253118684e-16    4.90126077674088e-14    2.3691839378121e-08    2.21387912423892e-07
2.1    2.79944085303945e-16    2.49985245007419e-15    4.57535966981137e-16    6.60505667075911e-14    2.1390090392075e-08    2.57003048051168e-07
2.2    5.09986468844148e-16    -1.38336637337991e-15    2.4528417205059e-16    8.88402747642166e-14    1.56615507549728e-08    2.980608574842e-07
2.29999999999999    -2.41601221448822e-16    -1.14370200010318e-14    3.84148318423685e-16    5.32260424576992e-14    1.95997019983388e-08    2.30707699172999e-07
