0    6.48835921021035e-13    1.36372677189868e-13    6.32825132764408e-13    7.59781308370291e-13    0.289630414476566    1.14775400204861e-12    5.71565306845465e-11    0    1.57454651761171e-10    0    1.00000000000019    7.26756350339023e-13    4.21606762073298e-12    1.28963041469964
0.1    4.89761705663882e-13    6.62167863667934e-14    2.80838730038017e-12    1.05199633746299e-13    0.258692126267009    1.12050311827601e-10    4.33248002834427e-13    7.37922670754125e-26    3.47341681713813e-11    1.39503369992432e-16    0.793272868184156    3.87969557235265e-13    6.71248707048827e-13    1.05196499460291
0.2    2.87800114373004e-13    3.04303069979154e-14    7.63233470374659e-13    1.14058872954538e-13    0.226955275000093    5.97157331846357e-11    6.83131193848135e-12    2.51388599502244e-25    1.92909504356544e-11    7.73376878108863e-17    0.606278197619486    2.11946250112701e-13    8.27443092037418e-13    0.833233472707652
0.3    1.347974594962e-13    1.8961873164072e-14    4.23843417103107e-13    7.83011623352124e-14    0.194923524232218    2.99141597929085e-11    3.31062120659877e-12    2.52307674026698e-25    1.65595182618829e-11    4.141774358013e-17    0.443002039505369    1.61462808225158e-13    7.30574762298433e-13    0.637925563788919
0.4    1.031033784873e-13    7.4060968262133e-15    4.8229383546305e-13    1.1822108361877e-14    0.163288512840561    1.66783324536684e-11    3.98588101088211e-13    1.82979306412335e-25    1.18945915601358e-11    2.1797497551747e-17    0.306715692908225    6.59623065004927e-14    9.69098736524875e-14    0.470004205778524
0.5    4.12447865425705e-14    4.92063464750108e-15    6.3316774519609e-14    2.45324169614085e-14    0.132922655036021    7.60127325037732e-12    3.48744786319164e-12    1.86450806829818e-25    3.77987564080534e-12    1.20669586599244e-17    0.19920905941598    5.23141014390772e-14    2.81792586524701e-13    0.332131714467338
0.6    3.2194331603629e-14    2.05820844442014e-15    1.68150294115282e-13    2.42914971866977e-15    0.104809158017342    4.69564021461942e-12    4.37183016040125e-13    7.00131237711339e-26    3.87889701020992e-12    6.63898328397542e-18    0.120078691321026    2.13701385779114e-14    2.27753343390434e-14    0.224887849347629
0.7    1.31992145060761e-14    1.4857954719489e-15    1.61482220219969e-14    7.59607630917517e-15    0.0798950270134634    4.40801687319298e-12    3.77812146324044e-13    3.71018463211465e-26    5.00627467642571e-13    3.72613713516989e-18    0.0664363204227381    1.6207512153659e-14    8.94621952561954e-14    0.146331347441632
0.8    1.01238766674229e-14    7.3089196206764e-16    5.52275064918959e-14    7.94682814681011e-16    0.0588936605646736    5.49101037663718e-13    5.23670985470858e-13    2.35336925180932e-26    1.53017958829843e-12    2.23000390471257e-18    0.0333528592403754    7.03008957661456e-15    7.57526487306488e-15    0.0922465198077334
0.900000000000001    4.71057814119703e-15    5.98109065702109e-16    5.52219931319994e-15    3.18863339565046e-15    0.0421137443715235    4.81883828307681e-13    2.80359678485753e-13    1.09253182798353e-26    8.04615818726613e-13    1.37584686546145e-18    0.0149899831629847    4.95355537775842e-15    2.79421044279189e-14    0.057103727536122
1    3.08275641263623e-15    4.00052748992944e-16    1.64945639450468e-14    5.66581099392151e-16    0.0294023110659525    2.84700669916385e-13    1.94910904826729e-13    6.56259571682481e-27    4.42414608159461e-13    9.15605387942158e-19    0.00591364296459115    2.65677592338613e-15    5.17880973127473e-15    0.035315954031494
1.1    2.0853358997354e-15    3.08592764811945e-16    7.19394904589357e-15    1.23993459870313e-15    0.0202327359101417    2.66179792040909e-13    2.30676851247157e-14    4.15312991737231e-27    2.61781074301678e-13    6.27864739236721e-19    0.00197659168292439    1.28651188172701e-15    4.76716273503478e-15    0.022209327593634
1.2    1.01876926815202e-15    3.26164905769853e-16    1.63996485521309e-15    1.54783402548501e-15    0.0138841569302739    2.71246012639185e-13    1.24440789935482e-14    3.66669530976011e-27    3.7151988657395e-14    4.69856786352328e-19    0.000520542657713614    8.76842658334258e-16    4.60556885882625e-15    0.0144046995883184
1.3    6.3247687349798e-16    2.88285516492744e-16    2.55415359400264e-15    6.62373662496658e-16    0.00962089574815319    8.15868126253286e-14    4.08712371285359e-14    4.82634720690359e-27    5.00193725870117e-14    3.66300863603479e-19    9.11641590740682e-05    3.99563056380667e-16    1.25177927079745e-15    0.00971205990740552
1.4    4.38161791498712e-16    2.60037458460497e-16    2.15948307495364e-15    4.3479818931993e-16    0.00680894905458889    5.14093961699182e-15    1.99642707027603e-14    7.45314835309832e-27    5.43298664237395e-14    2.82968341285558e-19    6.35018488296914e-06    1.0629239105466e-16    2.1127353659305e-16    0.0068152992395549
