0    -5.74594873278852e-22    -5.52776369035632e-22    1.09364964520562e-11    4.96161758411686e-09    3.30703741316245e-06    7.0438750586001e-05
0.1    -3.564054635592e-17    -1.99248241781877e-15    1.16132820496477e-11    2.92429690529824e-09    3.40782658737907e-06    5.40767686284808e-05
0.2    -2.6779752114761e-17    3.44095626705392e-15    7.95731424870575e-12    2.3437690727439e-09    2.8208711861242e-06    4.84124888096439e-05
0.3    4.24725519172221e-16    5.42892756380278e-15    5.83179190067225e-12    1.86205667849761e-09    2.41491032973737e-06    4.31515547633872e-05
0.4    1.09475054132232e-15    7.43139405841548e-15    4.08492055795503e-12    1.25658351676227e-09    2.02111864024728e-06    3.5448321776387e-05
0.5    1.76191704054511e-15    5.47732522469683e-15    2.69271680328977e-12    7.90519224280562e-10    1.64094996977049e-06    2.81161737133729e-05
0.6    2.27502914173394e-15    5.09081334016629e-15    1.53792622768342e-12    4.63311546849009e-10    1.24013153644419e-06    2.15246729789098e-05
0.700000000000001    2.81110425450765e-15    6.14816732142342e-15    7.74279446731038e-13    2.15115129317905e-10    8.79931501158493e-07    1.46668036503495e-05
0.800000000000001    3.47371093816336e-15    6.2938409406563e-15    2.8465280262632e-13    6.96284711498095e-11    5.33528633370619e-07    8.34436763031264e-06
0.900000000000001    4.07611131583107e-15    7.51193912537168e-15    6.89761241630746e-14    8.39734086246229e-12    2.62633059920252e-07    2.89781656811854e-06
1    5.16258357763891e-15    5.70913721326649e-15    2.08478669036115e-14    5.77981749908359e-13    1.44387904284297e-07    7.60251109771211e-07
1.09999999999999    5.50980679832162e-15    2.29826589747787e-15    1.1034003716434e-14    1.85115810594821e-13    1.05042866090154e-07    4.30250869371371e-07
1.19999999999998    -nan    -nan    -nan    -nan    0    0
1.29999999999997    -nan    -nan    -nan    -nan    0    0
1.39999999999996    -nan    -nan    -nan    -nan    0    0
1.49999999999995    -nan    -nan    -nan    -nan    0    0
1.59999999999993    -nan    -nan    -nan    -nan    0    0
1.69999999999992    -nan    -nan    -nan    -nan    0    0
1.79999999999991    -nan    -nan    -nan    -nan    0    0
1.8999999999999    -nan    -nan    -nan    -nan    0    0
1.99999999999989    -nan    -nan    -nan    -nan    0    0
2.09999999999988    -nan    -nan    -nan    -nan    0    0
2.19999999999987    -nan    -nan    -nan    -nan    0    0
2.29999999999986    -nan    -nan    -nan    -nan    0    0
2.39999999999985    -nan    -nan    -nan    -nan    0    0
2.49999999999984    -nan    -nan    -nan    -nan    0    0
2.59999999999982    -nan    -nan    -nan    -nan    0    0
2.69999999999981    -nan    -nan    -nan    -nan    0    0
2.7999999999998    -nan    -nan    -nan    -nan    0    0
2.89999999999979    -nan    -nan    -nan    -nan    0    0
2.99999999999978    -nan    -nan    -nan    -nan    0    0
3.09999999999977    -nan    -nan    -nan    -nan    0    0
3.19999999999976    -nan    -nan    -nan    -nan    0    0
3.29999999999975    -nan    -nan    -nan    -nan    0    0
3.39999999999974    -nan    -nan    -nan    -nan    0    0
3.49999999999973    -nan    -nan    -nan    -nan    0    0
3.59999999999971    -nan    -nan    -nan    -nan    0    0
3.6999999999997    -nan    -nan    -nan    -nan    0    0
3.79999999999969    -nan    -nan    -nan    -nan    0    0
3.89999999999968    -nan    -nan    -nan    -nan    0    0
3.99999999999967    -nan    -nan    -nan    -nan    0    0
4.0999999999997    -nan    -nan    -nan    -nan    0    0
4.19999999999974    -nan    -nan    -nan    -nan    0    0
4.29999999999977    -nan    -nan    -nan    -nan    0    0
4.3999999999998    -nan    -nan    -nan    -nan    0    0
4.49999999999984    -nan    -nan    -nan    -nan    0    0
4.59999999999987    -nan    -nan    -nan    -nan    0    0
4.6999999999999    -nan    -nan    -nan    -nan    0    0
4.79999999999994    -nan    -nan    -nan    -nan    0    0
4.89999999999997    -nan    -nan    -nan    -nan    0    0
5    -nan    -nan    -nan    -nan    0    0
5.10000000000004    -nan    -nan    -nan    -nan    0    0
5.20000000000007    -nan    -nan    -nan    -nan    0    0
5.3000000000001    -nan    -nan    -nan    -nan    0    0
5.40000000000014    -nan    -nan    -nan    -nan    0    0
5.50000000000017    -nan    -nan    -nan    -nan    0    0
5.6000000000002    -nan    -nan    -nan    -nan    0    0
5.70000000000024    -nan    -nan    -nan    -nan    0    0
5.80000000000027    -nan    -nan    -nan    -nan    0    0
5.90000000000031    -nan    -nan    -nan    -nan    0    0
6.00000000000034    -nan    -nan    -nan    -nan    0    0
6.10000000000037    -nan    -nan    -nan    -nan    0    0
6.20000000000041    -nan    -nan    -nan    -nan    0    0
6.30000000000044    -nan    -nan    -nan    -nan    0    0
6.40000000000047    -nan    -nan    -nan    -nan    0    0
6.50000000000051    -nan    -nan    -nan    -nan    0    0
6.60000000000054    -nan    -nan    -nan    -nan    0    0
6.70000000000057    -nan    -nan    -nan    -nan    0    0
6.80000000000061    -nan    -nan    -nan    -nan    0    0
6.90000000000064    -nan    -nan    -nan    -nan    0    0
7.00000000000067    -nan    -nan    -nan    -nan    0    0
7.10000000000071    -nan    -nan    -nan    -nan    0    0
7.20000000000074    -nan    -nan    -nan    -nan    0    0
7.30000000000077    -nan    -nan    -nan    -nan    0    0
7.40000000000081    -nan    -nan    -nan    -nan    0    0
7.50000000000084    -nan    -nan    -nan    -nan    0    0
7.60000000000087    -nan    -nan    -nan    -nan    0    0
7.70000000000091    -nan    -nan    -nan    -nan    0    0
7.80000000000094    -nan    -nan    -nan    -nan    0    0
7.90000000000097    -nan    -nan    -nan    -nan    0    0
8.00000000000101    -nan    -nan    -nan    -nan    0    0
8.10000000000095    -nan    -nan    -nan    -nan    0    0
8.20000000000089    -nan    -nan    -nan    -nan    0    0
8.30000000000084    -nan    -nan    -nan    -nan    0    0
8.40000000000078    -nan    -nan    -nan    -nan    0    0
8.50000000000073    -nan    -nan    -nan    -nan    0    0
8.60000000000067    -nan    -nan    -nan    -nan    0    0
8.70000000000062    -nan    -nan    -nan    -nan    0    0
8.80000000000056    -nan    -nan    -nan    -nan    0    0
8.90000000000051    -nan    -nan    -nan    -nan    0    0
9.00000000000045    -nan    -nan    -nan    -nan    0    0
9.1000000000004    -nan    -nan    -nan    -nan    0    0
9.20000000000034    -nan    -nan    -nan    -nan    0    0
9.30000000000028    -nan    -nan    -nan    -nan    0    0
9.40000000000023    -nan    -nan    -nan    -nan    0    0
9.50000000000017    -nan    -nan    -nan    -nan    0    0
9.60000000000012    -nan    -nan    -nan    -nan    0    0
9.70000000000006    -nan    -nan    -nan    -nan    0    0
9.80000000000001    -nan    -nan    -nan    -nan    0    0
9.89999999999995    -nan    -nan    -nan    -nan    0    0
9.9999999999999    -nan    -nan    -nan    -nan    0    0
10.0999999999998    -nan    -nan    -nan    -nan    0    0
10.1999999999998    -nan    -nan    -nan    -nan    0    0
10.2999999999997    -nan    -nan    -nan    -nan    0    0
10.3999999999997    -nan    -nan    -nan    -nan    0    0
10.4999999999996    -nan    -nan    -nan    -nan    0    0
10.5999999999996    -nan    -nan    -nan    -nan    0    0
10.6999999999995    -nan    -nan    -nan    -nan    0    0
10.7999999999995    -nan    -nan    -nan    -nan    0    0
10.8999999999994    -nan    -nan    -nan    -nan    0    0
10.9999999999993    -nan    -nan    -nan    -nan    0    0
11.0999999999993    -nan    -nan    -nan    -nan    0    0
11.1999999999992    -nan    -nan    -nan    -nan    0    0
11.2999999999992    -nan    -nan    -nan    -nan    0    0
11.3999999999991    -nan    -nan    -nan    -nan    0    0
11.4999999999991    -nan    -nan    -nan    -nan    0    0
11.599999999999    -nan    -nan    -nan    -nan    0    0
11.699999999999    -nan    -nan    -nan    -nan    0    0
11.7999999999989    -nan    -nan    -nan    -nan    0    0
11.8999999999988    -nan    -nan    -nan    -nan    0    0
11.9999999999988    -nan    -nan    -nan    -nan    0    0
12.0999999999987    -nan    -nan    -nan    -nan    0    0
12.1999999999987    -nan    -nan    -nan    -nan    0    0
12.2999999999986    -nan    -nan    -nan    -nan    0    0
12.3999999999986    -nan    -nan    -nan    -nan    0    0
12.4999999999985    -nan    -nan    -nan    -nan    0    0
12.5999999999985    -nan    -nan    -nan    -nan    0    0
12.6999999999984    -nan    -nan    -nan    -nan    0    0
12.7999999999983    -nan    -nan    -nan    -nan    0    0
12.8999999999983    -nan    -nan    -nan    -nan    0    0
12.9999999999982    -nan    -nan    -nan    -nan    0    0
13.0999999999982    -nan    -nan    -nan    -nan    0    0
13.1999999999981    -nan    -nan    -nan    -nan    0    0
13.2999999999981    -nan    -nan    -nan    -nan    0    0
13.399999999998    -nan    -nan    -nan    -nan    0    0
13.499999999998    -nan    -nan    -nan    -nan    0    0
13.5999999999979    -nan    -nan    -nan    -nan    0    0
13.6999999999978    -nan    -nan    -nan    -nan    0    0
13.7999999999978    -nan    -nan    -nan    -nan    0    0
13.8999999999977    -nan    -nan    -nan    -nan    0    0
13.9999999999977    -nan    -nan    -nan    -nan    0    0
14.0999999999976    -nan    -nan    -nan    -nan    0    0
14.1999999999976    -nan    -nan    -nan    -nan    0    0
14.2999999999975    -nan    -nan    -nan    -nan    0    0
14.3999999999975    -nan    -nan    -nan    -nan    0    0
14.4999999999974    -nan    -nan    -nan    -nan    0    0
14.5999999999973    -nan    -nan    -nan    -nan    0    0
14.6999999999973    -nan    -nan    -nan    -nan    0    0
14.7999999999972    -nan    -nan    -nan    -nan    0    0
14.8999999999972    -nan    -nan    -nan    -nan    0    0
14.9999999999971    -nan    -nan    -nan    -nan    0    0
15.0999999999971    -nan    -nan    -nan    -nan    0    0
15.199999999997    -nan    -nan    -nan    -nan    0    0
15.299999999997    -nan    -nan    -nan    -nan    0    0
15.3999999999969    -nan    -nan    -nan    -nan    0    0
15.4999999999968    -nan    -nan    -nan    -nan    0    0
15.5999999999968    -nan    -nan    -nan    -nan    0    0
15.6999999999967    -nan    -nan    -nan    -nan    0    0
15.7999999999967    -nan    -nan    -nan    -nan    0    0
15.8999999999966    -nan    -nan    -nan    -nan    0    0
15.9999999999966    -nan    -nan    -nan    -nan    0    0
16.0999999999967    -nan    -nan    -nan    -nan    0    0
16.1999999999968    -nan    -nan    -nan    -nan    0    0
16.2999999999969    -nan    -nan    -nan    -nan    0    0
16.3999999999971    -nan    -nan    -nan    -nan    0    0
16.4999999999972    -nan    -nan    -nan    -nan    0    0
16.5999999999973    -nan    -nan    -nan    -nan    0    0
16.6999999999974    -nan    -nan    -nan    -nan    0    0
16.7999999999975    -nan    -nan    -nan    -nan    0    0
16.8999999999977    -nan    -nan    -nan    -nan    0    0
16.9999999999978    -nan    -nan    -nan    -nan    0    0
17.0999999999979    -nan    -nan    -nan    -nan    0    0
17.199999999998    -nan    -nan    -nan    -nan    0    0
17.2999999999982    -nan    -nan    -nan    -nan    0    0
17.3999999999983    -nan    -nan    -nan    -nan    0    0
17.4999999999984    -nan    -nan    -nan    -nan    0    0
17.5999999999985    -nan    -nan    -nan    -nan    0    0
17.6999999999986    -nan    -nan    -nan    -nan    0    0
17.7999999999988    -nan    -nan    -nan    -nan    0    0
17.8999999999989    -nan    -nan    -nan    -nan    0    0
17.999999999999    -nan    -nan    -nan    -nan    0    0
18.0999999999991    -nan    -nan    -nan    -nan    0    0
18.1999999999993    -nan    -nan    -nan    -nan    0    0
18.2999999999994    -nan    -nan    -nan    -nan    0    0
18.3999999999995    -nan    -nan    -nan    -nan    0    0
18.4999999999996    -nan    -nan    -nan    -nan    0    0
18.5999999999997    -nan    -nan    -nan    -nan    0    0
18.6999999999999    -nan    -nan    -nan    -nan    0    0
18.8    -nan    -nan    -nan    -nan    0    0
18.9000000000001    -nan    -nan    -nan    -nan    0    0
19.0000000000002    -nan    -nan    -nan    -nan    0    0
19.1000000000004    -nan    -nan    -nan    -nan    0    0
19.2000000000005    -nan    -nan    -nan    -nan    0    0
19.3000000000006    -nan    -nan    -nan    -nan    0    0
19.4000000000007    -nan    -nan    -nan    -nan    0    0
19.5000000000008    -nan    -nan    -nan    -nan    0    0
19.600000000001    -nan    -nan    -nan    -nan    0    0
19.7000000000011    -nan    -nan    -nan    -nan    0    0
19.8000000000012    -nan    -nan    -nan    -nan    0    0
19.9000000000013    -nan    -nan    -nan    -nan    0    0
20.0000000000015    -nan    -nan    -nan    -nan    0    0
20.1000000000016    -nan    -nan    -nan    -nan    0    0
20.2000000000017    -nan    -nan    -nan    -nan    0    0
20.3000000000018    -nan    -nan    -nan    -nan    0    0
20.4000000000019    -nan    -nan    -nan    -nan    0    0
20.5000000000021    -nan    -nan    -nan    -nan    0    0
20.6000000000022    -nan    -nan    -nan    -nan    0    0
20.7000000000023    -nan    -nan    -nan    -nan    0    0
20.8000000000024    -nan    -nan    -nan    -nan    0    0
20.9000000000026    -nan    -nan    -nan    -nan    0    0
21.0000000000027    -nan    -nan    -nan    -nan    0    0
21.1000000000028    -nan    -nan    -nan    -nan    0    0
21.2000000000029    -nan    -nan    -nan    -nan    0    0
21.300000000003    -nan    -nan    -nan    -nan    0    0
21.4000000000032    -nan    -nan    -nan    -nan    0    0
21.5000000000033    -nan    -nan    -nan    -nan    0    0
21.6000000000034    -nan    -nan    -nan    -nan    0    0
21.7000000000035    -nan    -nan    -nan    -nan    0    0
21.8000000000037    -nan    -nan    -nan    -nan    0    0
21.9000000000038    -nan    -nan    -nan    -nan    0    0
22.0000000000039    -nan    -nan    -nan    -nan    0    0
22.100000000004    -nan    -nan    -nan    -nan    0    0
22.2000000000041    -nan    -nan    -nan    -nan    0    0
22.3000000000043    -nan    -nan    -nan    -nan    0    0
22.4000000000044    -nan    -nan    -nan    -nan    0    0
22.5000000000045    -nan    -nan    -nan    -nan    0    0
22.6000000000046    -nan    -nan    -nan    -nan    0    0
22.7000000000048    -nan    -nan    -nan    -nan    0    0
22.8000000000049    -nan    -nan    -nan    -nan    0    0
22.900000000005    -nan    -nan    -nan    -nan    0    0
23.0000000000051    -nan    -nan    -nan    -nan    0    0
23.1000000000052    -nan    -nan    -nan    -nan    0    0
23.2000000000054    -nan    -nan    -nan    -nan    0    0
23.3000000000055    -nan    -nan    -nan    -nan    0    0
23.4000000000056    -nan    -nan    -nan    -nan    0    0
23.5000000000057    -nan    -nan    -nan    -nan    0    0
23.6000000000059    -nan    -nan    -nan    -nan    0    0
23.700000000006    -nan    -nan    -nan    -nan    0    0
23.8000000000061    -nan    -nan    -nan    -nan    0    0
23.9000000000062    -nan    -nan    -nan    -nan    0    0
24.0000000000063    -nan    -nan    -nan    -nan    0    0
24.1000000000065    -nan    -nan    -nan    -nan    0    0
24.2000000000066    -nan    -nan    -nan    -nan    0    0
24.3000000000067    -nan    -nan    -nan    -nan    0    0
24.4000000000068    -nan    -nan    -nan    -nan    0    0
24.500000000007    -nan    -nan    -nan    -nan    0    0
24.6000000000071    -nan    -nan    -nan    -nan    0    0
24.7000000000072    -nan    -nan    -nan    -nan    0    0
24.8000000000073    -nan    -nan    -nan    -nan    0    0
24.9000000000074    -nan    -nan    -nan    -nan    0    0
25.0000000000076    -nan    -nan    -nan    -nan    0    0
25.1000000000077    -nan    -nan    -nan    -nan    0    0
25.2000000000078    -nan    -nan    -nan    -nan    0    0
25.3000000000079    -nan    -nan    -nan    -nan    0    0
25.4000000000081    -nan    -nan    -nan    -nan    0    0
25.5000000000082    -nan    -nan    -nan    -nan    0    0
25.6000000000083    -nan    -nan    -nan    -nan    0    0
