0    1.02151554992114e-23    8.27956094377296e-23    3.96064061439315e-12    7.29326147824302e-09    1.9901358281266e-06    8.54005941328456e-05
0.1    -6.44302917022081e-17    1.62283603378299e-13    1.66674195104725e-10    1.03590008164567e-06    1.29102360592177e-05    0.00101779176733046
0.2    2.91489586300532e-14    4.98502819915954e-11    3.29652534812529e-08    0.00028528866799366    0.000181563359412776    0.0168904904604236
0.3    8.93823870323323e-12    1.65876608561324e-08    9.01121345842198e-06    0.0935013618153106    0.0030018683279621    0.305779923826451
0.4    2.97399404667152e-09    5.91058998503523e-06    0.00295462715954565    34.3983988288493    0.0543564822219544    5.86501481914704
0.5    2.95320916635765e-06    0.000953458615397154    9.0475622655203    37072.2108939232    3.00791659882909    192.541452401851
0.6    2.95626016435557e-06    179.541201326772    9.04175171246155    209104044532.674    3.00695056701184    457278.92177273
0.7    2.95626016435744e-06    1.24199620982914e+22    9.04175171246152    9.99719015255769e+50    3.00695056701183    3.16183310913196e+25
0.8    2.95626016435744e-06    1.96417928168691e+121    9.04175171246152    2.50034342273865e+249    3.00695056701183    5.000343025172e+124
0.9    -nan    -nan    -nan    -nan    0    0
1    -nan    -nan    -nan    -nan    0    0
1.1    -nan    -nan    -nan    -nan    0    0
1.2    -nan    -nan    -nan    -nan    0    0
1.3    -nan    -nan    -nan    -nan    0    0
1.4    -nan    -nan    -nan    -nan    0    0
1.5    -nan    -nan    -nan    -nan    0    0
1.6    -nan    -nan    -nan    -nan    0    0
1.7    -nan    -nan    -nan    -nan    0    0
1.8    -nan    -nan    -nan    -nan    0    0
1.9    -nan    -nan    -nan    -nan    0    0
2    -nan    -nan    -nan    -nan    0    0
2.1    -nan    -nan    -nan    -nan    0    0
2.2    -nan    -nan    -nan    -nan    0    0
2.3    -nan    -nan    -nan    -nan    0    0
2.4    -nan    -nan    -nan    -nan    0    0
2.5    -nan    -nan    -nan    -nan    0    0
2.6    -nan    -nan    -nan    -nan    0    0
2.7    -nan    -nan    -nan    -nan    0    0
2.8    -nan    -nan    -nan    -nan    0    0
2.9    -nan    -nan    -nan    -nan    0    0
3    -nan    -nan    -nan    -nan    0    0
3.1    -nan    -nan    -nan    -nan    0    0
3.2    -nan    -nan    -nan    -nan    0    0
3.3    -nan    -nan    -nan    -nan    0    0
3.4    -nan    -nan    -nan    -nan    0    0
3.5    -nan    -nan    -nan    -nan    0    0
3.6    -nan    -nan    -nan    -nan    0    0
3.7    -nan    -nan    -nan    -nan    0    0
3.8    -nan    -nan    -nan    -nan    0    0
3.9    -nan    -nan    -nan    -nan    0    0
4    -nan    -nan    -nan    -nan    0    0
4.1    -nan    -nan    -nan    -nan    0    0
4.2    -nan    -nan    -nan    -nan    0    0
4.3    -nan    -nan    -nan    -nan    0    0
4.4    -nan    -nan    -nan    -nan    0    0
4.5    -nan    -nan    -nan    -nan    0    0
4.6    -nan    -nan    -nan    -nan    0    0
4.7    -nan    -nan    -nan    -nan    0    0
4.8    -nan    -nan    -nan    -nan    0    0
4.9    -nan    -nan    -nan    -nan    0    0
5    -nan    -nan    -nan    -nan    0    0
5.1    -nan    -nan    -nan    -nan    0    0
5.2    -nan    -nan    -nan    -nan    0    0
5.3    -nan    -nan    -nan    -nan    0    0
5.4    -nan    -nan    -nan    -nan    0    0
5.5    -nan    -nan    -nan    -nan    0    0
5.6    -nan    -nan    -nan    -nan    0    0
5.7    -nan    -nan    -nan    -nan    0    0
5.8    -nan    -nan    -nan    -nan    0    0
5.9    -nan    -nan    -nan    -nan    0    0
5.99999999999999    -nan    -nan    -nan    -nan    0    0
6.09999999999999    -nan    -nan    -nan    -nan    0    0
6.19999999999999    -nan    -nan    -nan    -nan    0    0
6.29999999999999    -nan    -nan    -nan    -nan    0    0
6.39999999999999    -nan    -nan    -nan    -nan    0    0
6.49999999999999    -nan    -nan    -nan    -nan    0    0
6.59999999999999    -nan    -nan    -nan    -nan    0    0
6.69999999999999    -nan    -nan    -nan    -nan    0    0
6.79999999999999    -nan    -nan    -nan    -nan    0    0
6.89999999999999    -nan    -nan    -nan    -nan    0    0
6.99999999999999    -nan    -nan    -nan    -nan    0    0
7.09999999999999    -nan    -nan    -nan    -nan    0    0
7.19999999999999    -nan    -nan    -nan    -nan    0    0
7.29999999999999    -nan    -nan    -nan    -nan    0    0
7.39999999999999    -nan    -nan    -nan    -nan    0    0
7.49999999999999    -nan    -nan    -nan    -nan    0    0
7.59999999999999    -nan    -nan    -nan    -nan    0    0
7.69999999999999    -nan    -nan    -nan    -nan    0    0
7.79999999999999    -nan    -nan    -nan    -nan    0    0
7.89999999999999    -nan    -nan    -nan    -nan    0    0
7.99999999999999    -nan    -nan    -nan    -nan    0    0
8.09999999999999    -nan    -nan    -nan    -nan    0    0
8.19999999999999    -nan    -nan    -nan    -nan    0    0
8.29999999999999    -nan    -nan    -nan    -nan    0    0
8.39999999999999    -nan    -nan    -nan    -nan    0    0
8.49999999999999    -nan    -nan    -nan    -nan    0    0
8.59999999999999    -nan    -nan    -nan    -nan    0    0
8.69999999999999    -nan    -nan    -nan    -nan    0    0
8.79999999999998    -nan    -nan    -nan    -nan    0    0
8.89999999999998    -nan    -nan    -nan    -nan    0    0
8.99999999999998    -nan    -nan    -nan    -nan    0    0
9.09999999999998    -nan    -nan    -nan    -nan    0    0
9.19999999999998    -nan    -nan    -nan    -nan    0    0
9.29999999999998    -nan    -nan    -nan    -nan    0    0
9.39999999999998    -nan    -nan    -nan    -nan    0    0
9.49999999999998    -nan    -nan    -nan    -nan    0    0
9.59999999999998    -nan    -nan    -nan    -nan    0    0
9.69999999999998    -nan    -nan    -nan    -nan    0    0
9.79999999999998    -nan    -nan    -nan    -nan    0    0
9.89999999999998    -nan    -nan    -nan    -nan    0    0
9.99999999999998    -nan    -nan    -nan    -nan    0    0
10.1    -nan    -nan    -nan    -nan    0    0
10.2    -nan    -nan    -nan    -nan    0    0
10.3    -nan    -nan    -nan    -nan    0    0
10.4    -nan    -nan    -nan    -nan    0    0
10.5    -nan    -nan    -nan    -nan    0    0
10.6    -nan    -nan    -nan    -nan    0    0
10.7    -nan    -nan    -nan    -nan    0    0
10.8    -nan    -nan    -nan    -nan    0    0
10.9    -nan    -nan    -nan    -nan    0    0
11    -nan    -nan    -nan    -nan    0    0
11.1    -nan    -nan    -nan    -nan    0    0
11.2    -nan    -nan    -nan    -nan    0    0
11.3    -nan    -nan    -nan    -nan    0    0
11.4    -nan    -nan    -nan    -nan    0    0
11.5    -nan    -nan    -nan    -nan    0    0
11.6    -nan    -nan    -nan    -nan    0    0
11.7    -nan    -nan    -nan    -nan    0    0
11.8    -nan    -nan    -nan    -nan    0    0
11.9    -nan    -nan    -nan    -nan    0    0
12    -nan    -nan    -nan    -nan    0    0
12.1    -nan    -nan    -nan    -nan    0    0
12.2    -nan    -nan    -nan    -nan    0    0
12.3    -nan    -nan    -nan    -nan    0    0
12.4    -nan    -nan    -nan    -nan    0    0
12.5    -nan    -nan    -nan    -nan    0    0
12.6    -nan    -nan    -nan    -nan    0    0
12.7    -nan    -nan    -nan    -nan    0    0
12.8    -nan    -nan    -nan    -nan    0    0
12.9    -nan    -nan    -nan    -nan    0    0
13    -nan    -nan    -nan    -nan    0    0
13.1    -nan    -nan    -nan    -nan    0    0
13.2    -nan    -nan    -nan    -nan    0    0
13.3    -nan    -nan    -nan    -nan    0    0
13.4    -nan    -nan    -nan    -nan    0    0
13.5    -nan    -nan    -nan    -nan    0    0
13.6    -nan    -nan    -nan    -nan    0    0
13.7    -nan    -nan    -nan    -nan    0    0
13.8    -nan    -nan    -nan    -nan    0    0
13.9    -nan    -nan    -nan    -nan    0    0
14    -nan    -nan    -nan    -nan    0    0
14.1    -nan    -nan    -nan    -nan    0    0
14.2    -nan    -nan    -nan    -nan    0    0
14.3    -nan    -nan    -nan    -nan    0    0
14.4    -nan    -nan    -nan    -nan    0    0
14.5    -nan    -nan    -nan    -nan    0    0
14.6    -nan    -nan    -nan    -nan    0    0
14.7    -nan    -nan    -nan    -nan    0    0
14.8    -nan    -nan    -nan    -nan    0    0
14.9    -nan    -nan    -nan    -nan    0    0
15    -nan    -nan    -nan    -nan    0    0
15.1    -nan    -nan    -nan    -nan    0    0
15.2    -nan    -nan    -nan    -nan    0    0
15.3    -nan    -nan    -nan    -nan    0    0
15.4    -nan    -nan    -nan    -nan    0    0
15.5    -nan    -nan    -nan    -nan    0    0
15.6    -nan    -nan    -nan    -nan    0    0
15.7    -nan    -nan    -nan    -nan    0    0
15.8    -nan    -nan    -nan    -nan    0    0
15.9    -nan    -nan    -nan    -nan    0    0
16    -nan    -nan    -nan    -nan    0    0
16.1    -nan    -nan    -nan    -nan    0    0
16.2    -nan    -nan    -nan    -nan    0    0
16.3    -nan    -nan    -nan    -nan    0    0
16.4    -nan    -nan    -nan    -nan    0    0
16.5    -nan    -nan    -nan    -nan    0    0
16.6    -nan    -nan    -nan    -nan    0    0
16.7    -nan    -nan    -nan    -nan    0    0
16.8    -nan    -nan    -nan    -nan    0    0
16.9    -nan    -nan    -nan    -nan    0    0
17    -nan    -nan    -nan    -nan    0    0
17.1    -nan    -nan    -nan    -nan    0    0
17.2    -nan    -nan    -nan    -nan    0    0
17.3    -nan    -nan    -nan    -nan    0    0
17.4    -nan    -nan    -nan    -nan    0    0
17.5    -nan    -nan    -nan    -nan    0    0
17.6    -nan    -nan    -nan    -nan    0    0
17.7    -nan    -nan    -nan    -nan    0    0
17.8    -nan    -nan    -nan    -nan    0    0
17.9    -nan    -nan    -nan    -nan    0    0
18    -nan    -nan    -nan    -nan    0    0
18.1    -nan    -nan    -nan    -nan    0    0
18.2    -nan    -nan    -nan    -nan    0    0
18.3    -nan    -nan    -nan    -nan    0    0
18.4    -nan    -nan    -nan    -nan    0    0
18.5    -nan    -nan    -nan    -nan    0    0
18.6    -nan    -nan    -nan    -nan    0    0
18.7    -nan    -nan    -nan    -nan    0    0
18.8    -nan    -nan    -nan    -nan    0    0
18.9    -nan    -nan    -nan    -nan    0    0
19    -nan    -nan    -nan    -nan    0    0
19.1    -nan    -nan    -nan    -nan    0    0
19.2    -nan    -nan    -nan    -nan    0    0
19.3    -nan    -nan    -nan    -nan    0    0
19.4    -nan    -nan    -nan    -nan    0    0
19.5    -nan    -nan    -nan    -nan    0    0
19.6    -nan    -nan    -nan    -nan    0    0
19.7    -nan    -nan    -nan    -nan    0    0
19.8    -nan    -nan    -nan    -nan    0    0
19.9    -nan    -nan    -nan    -nan    0    0
20    -nan    -nan    -nan    -nan    0    0
20.1    -nan    -nan    -nan    -nan    0    0
20.2    -nan    -nan    -nan    -nan    0    0
20.3    -nan    -nan    -nan    -nan    0    0
20.4    -nan    -nan    -nan    -nan    0    0
20.5    -nan    -nan    -nan    -nan    0    0
20.6    -nan    -nan    -nan    -nan    0    0
20.7    -nan    -nan    -nan    -nan    0    0
20.8    -nan    -nan    -nan    -nan    0    0
20.9    -nan    -nan    -nan    -nan    0    0
21    -nan    -nan    -nan    -nan    0    0
21.1    -nan    -nan    -nan    -nan    0    0
21.2    -nan    -nan    -nan    -nan    0    0
21.3    -nan    -nan    -nan    -nan    0    0
21.4    -nan    -nan    -nan    -nan    0    0
21.5    -nan    -nan    -nan    -nan    0    0
21.6    -nan    -nan    -nan    -nan    0    0
21.7    -nan    -nan    -nan    -nan    0    0
21.8    -nan    -nan    -nan    -nan    0    0
21.9    -nan    -nan    -nan    -nan    0    0
22    -nan    -nan    -nan    -nan    0    0
22.1    -nan    -nan    -nan    -nan    0    0
22.2    -nan    -nan    -nan    -nan    0    0
22.3    -nan    -nan    -nan    -nan    0    0
22.4    -nan    -nan    -nan    -nan    0    0
22.5    -nan    -nan    -nan    -nan    0    0
22.6000000000001    -nan    -nan    -nan    -nan    0    0
22.7000000000001    -nan    -nan    -nan    -nan    0    0
22.8000000000001    -nan    -nan    -nan    -nan    0    0
22.9000000000001    -nan    -nan    -nan    -nan    0    0
23.0000000000001    -nan    -nan    -nan    -nan    0    0
23.1000000000001    -nan    -nan    -nan    -nan    0    0
23.2000000000001    -nan    -nan    -nan    -nan    0    0
23.3000000000001    -nan    -nan    -nan    -nan    0    0
23.4000000000001    -nan    -nan    -nan    -nan    0    0
23.5000000000001    -nan    -nan    -nan    -nan    0    0
23.6000000000001    -nan    -nan    -nan    -nan    0    0
23.7000000000001    -nan    -nan    -nan    -nan    0    0
23.8000000000001    -nan    -nan    -nan    -nan    0    0
23.9000000000001    -nan    -nan    -nan    -nan    0    0
24.0000000000001    -nan    -nan    -nan    -nan    0    0
24.1000000000001    -nan    -nan    -nan    -nan    0    0
24.2000000000001    -nan    -nan    -nan    -nan    0    0
24.3000000000001    -nan    -nan    -nan    -nan    0    0
24.4000000000001    -nan    -nan    -nan    -nan    0    0
24.5000000000001    -nan    -nan    -nan    -nan    0    0
24.6000000000001    -nan    -nan    -nan    -nan    0    0
24.7000000000001    -nan    -nan    -nan    -nan    0    0
24.8000000000001    -nan    -nan    -nan    -nan    0    0
24.9000000000001    -nan    -nan    -nan    -nan    0    0
25.0000000000001    -nan    -nan    -nan    -nan    0    0
25.1000000000001    -nan    -nan    -nan    -nan    0    0
25.2000000000001    -nan    -nan    -nan    -nan    0    0
25.3000000000001    -nan    -nan    -nan    -nan    0    0
25.4000000000001    -nan    -nan    -nan    -nan    0    0
25.5000000000001    -nan    -nan    -nan    -nan    0    0
25.6000000000001    -nan    -nan    -nan    -nan    0    0
25.7000000000001    -nan    -nan    -nan    -nan    0    0
25.8000000000001    -nan    -nan    -nan    -nan    0    0
25.9000000000001    -nan    -nan    -nan    -nan    0    0
26.0000000000001    -nan    -nan    -nan    -nan    0    0
26.1000000000001    -nan    -nan    -nan    -nan    0    0
26.2000000000001    -nan    -nan    -nan    -nan    0    0
26.3000000000001    -nan    -nan    -nan    -nan    0    0
26.4000000000001    -nan    -nan    -nan    -nan    0    0
26.5000000000001    -nan    -nan    -nan    -nan    0    0
26.6000000000001    -nan    -nan    -nan    -nan    0    0
26.7000000000001    -nan    -nan    -nan    -nan    0    0
26.8000000000001    -nan    -nan    -nan    -nan    0    0
