0    3.17689054008647e-22    -2.28301849064636e-22    5.19077653088791e-11    5.58654280830827e-08    7.20470438733464e-06    0.000236358685228791
0.1    -4.81649901843239e-12    -6.04561428241156e-11    4.64304970749549e-11    4.83123317771941e-08    6.81399274103897e-06    0.00021980066373237
0.2    1.6656103003374e-11    -1.66887239088754e-10    4.0109873051196e-11    4.31797212665893e-08    6.33323559098496e-06    0.000207797308131173
0.3    -2.28301412940404e-11    1.27446600451586e-10    3.34804027678816e-11    3.97314911858796e-08    5.78622526068251e-06    0.000199327597652366
0.4    2.8774068228636e-11    2.54350466472437e-10    2.79547442187038e-11    3.60773098393028e-08    5.2872246233611e-06    0.000189940279665052
0.5    -3.13318234595829e-11    -1.4520016730066e-10    2.41844990481258e-11    3.13975594587996e-08    4.91777378974919e-06    0.000177193564947428
0.6    2.03917085123687e-11    -3.26162715794563e-10    2.16635721295185e-11    2.64005235653326e-08    4.65441426272981e-06    0.000162482379245339
0.7    -9.10836793002256e-12    4.47617499919544e-10    1.97473739186303e-11    2.18695265944017e-08    4.44380174158876e-06    0.000147883489931099
0.8    1.04027303631475e-11    -2.47758585387029e-10    1.82757986796182e-11    1.79246301003526e-08    4.27502031334472e-06    0.000133882896967055
0.900000000000001    -1.13556115215606e-11    -6.95455430790293e-12    1.74483624044449e-11    1.43563923519181e-08    4.17712369990594e-06    0.000119818163697822
1    3.77438517776367e-13    1.18120948325032e-10    1.76407983220953e-11    1.09837701468601e-08    4.20009503726941e-06    0.000104803483467135
1.1    5.43873398067938e-12    -4.35392727309015e-11    1.8725674713998e-11    8.10745356420225e-09    4.32731726523125e-06    9.00413991683845e-05
1.2    -6.26033053343268e-12    -1.20852428506245e-10    1.93402090373426e-11    6.38133690358341e-09    4.39775045191328e-06    7.98832704861838e-05
1.3    -1.2828147263036e-11    -2.53214557778896e-11    2.25851891387048e-11    4.45878159462472e-09    4.75238773024048e-06    6.67741087145615e-05
1.4    -1.36798968653301e-11    -5.66456003287578e-13    2.2853994834586e-11    3.83719546472709e-09    4.78058519790191e-06    6.19451004093713e-05
1.5    -1.32306301846931e-11    2.72028563578535e-11    2.15965547941021e-11    3.66742326604124e-09    4.64720935550865e-06    6.05592541734168e-05
1.6    -7.158633420156e-12    6.54953619503266e-11    1.27430530968164e-11    4.81971031578384e-09    3.56974132070731e-06    6.94241335255943e-05
1.7    -7.52618484492377e-13    9.54214758403916e-11    1.14491312505392e-11    4.62302638853684e-09    3.38365649121459e-06    6.79928407152381e-05
1.8    4.20945251421876e-13    -1.51178029611757e-10    8.15780749035447e-12    5.40186611053852e-09    2.8561875796863e-06    7.34973884605138e-05
1.9    -5.37193443269706e-12    1.35750845589251e-10    7.32215912559637e-12    5.22664217457346e-09    2.70594884016079e-06    7.22955197405416e-05
