0    0    0.999733122137061    0.999733122137061
21.1    -nan    -nan    -nan
21.2    -nan    -nan    -nan
21.3    -nan    -nan    -nan
21.4    -nan    -nan    -nan
21.5    -nan    -nan    -nan
21.6    -nan    -nan    -nan
21.7    -nan    -nan    -nan
21.8    -nan    -nan    -nan
21.9    -nan    -nan    -nan
22    -nan    -nan    -nan
22.1    -nan    -nan    -nan
22.2    -nan    -nan    -nan
22.3    -nan    -nan    -nan
22.4    -nan    -nan    -nan
22.5    -nan    -nan    -nan
22.6000000000001    -nan    -nan    -nan
22.7000000000001    -nan    -nan    -nan
22.8000000000001    -nan    -nan    -nan
22.9000000000001    -nan    -nan    -nan
23.0000000000001    -nan    -nan    -nan
23.1000000000001    -nan    -nan    -nan
23.2000000000001    -nan    -nan    -nan
23.3000000000001    -nan    -nan    -nan
23.4000000000001    -nan    -nan    -nan
23.5000000000001    -nan    -nan    -nan
23.6000000000001    -nan    -nan    -nan
23.7000000000001    -nan    -nan    -nan
23.8000000000001    -nan    -nan    -nan
23.9000000000001    -nan    -nan    -nan
24.0000000000001    -nan    -nan    -nan
24.1000000000001    -nan    -nan    -nan
24.2000000000001    -nan    -nan    -nan
24.3000000000001    -nan    -nan    -nan
24.4000000000001    -nan    -nan    -nan
24.5000000000001    -nan    -nan    -nan
24.6000000000001    -nan    -nan    -nan
24.7000000000001    -nan    -nan    -nan
24.8000000000001    -nan    -nan    -nan
24.9000000000001    -nan    -nan    -nan
25.0000000000001    -nan    -nan    -nan
25.1000000000001    -nan    -nan    -nan
25.2000000000001    -nan    -nan    -nan
25.3000000000001    -nan    -nan    -nan
25.4000000000001    -nan    -nan    -nan
25.5000000000001    -nan    -nan    -nan
25.6000000000001    -nan    -nan    -nan
25.7000000000001    -nan    -nan    -nan
25.8000000000001    -nan    -nan    -nan
25.9000000000001    -nan    -nan    -nan
26.0000000000001    -nan    -nan    -nan
26.1000000000001    -nan    -nan    -nan
26.2000000000001    -nan    -nan    -nan
26.3000000000001    -nan    -nan    -nan
26.4000000000001    -nan    -nan    -nan
26.5000000000001    -nan    -nan    -nan
26.6000000000001    -nan    -nan    -nan
26.7000000000001    -nan    -nan    -nan
26.8000000000001    -nan    -nan    -nan
26.9000000000001    -nan    -nan    -nan
27.0000000000001    -nan    -nan    -nan
27.1000000000001    -nan    -nan    -nan
27.2000000000001    -nan    -nan    -nan
27.3000000000001    -nan    -nan    -nan
27.4000000000001    -nan    -nan    -nan
27.5000000000001    -nan    -nan    -nan
27.6000000000001    -nan    -nan    -nan
27.7000000000001    -nan    -nan    -nan
27.8000000000001    -nan    -nan    -nan
27.9000000000001    -nan    -nan    -nan
28.0000000000001    -nan    -nan    -nan
28.1000000000001    -nan    -nan    -nan
28.2000000000001    -nan    -nan    -nan
28.3000000000001    -nan    -nan    -nan
28.4000000000001    -nan    -nan    -nan
28.5000000000001    -nan    -nan    -nan
28.6000000000001    -nan    -nan    -nan
28.7000000000001    -nan    -nan    -nan
28.8000000000001    -nan    -nan    -nan
28.9000000000001    -nan    -nan    -nan
29.0000000000001    -nan    -nan    -nan
29.1000000000001    -nan    -nan    -nan
29.2000000000001    -nan    -nan    -nan
29.3000000000001    -nan    -nan    -nan
29.4000000000001    -nan    -nan    -nan
29.5000000000001    -nan    -nan    -nan
29.6000000000002    -nan    -nan    -nan
29.7000000000002    -nan    -nan    -nan
29.8000000000002    -nan    -nan    -nan
29.9000000000002    -nan    -nan    -nan
30.0000000000002    -nan    -nan    -nan
30.1000000000002    -nan    -nan    -nan
30.2000000000002    -nan    -nan    -nan
30.3000000000002    -nan    -nan    -nan
30.4000000000002    -nan    -nan    -nan
30.5000000000002    -nan    -nan    -nan
30.6000000000002    -nan    -nan    -nan
30.7000000000002    -nan    -nan    -nan
30.8000000000002    -nan    -nan    -nan
30.9000000000002    -nan    -nan    -nan
31.0000000000002    -nan    -nan    -nan
31.1000000000002    -nan    -nan    -nan
31.2000000000002    -nan    -nan    -nan
31.3000000000002    -nan    -nan    -nan
31.4000000000002    -nan    -nan    -nan
31.5000000000002    -nan    -nan    -nan
31.6000000000002    -nan    -nan    -nan
31.7000000000002    -nan    -nan    -nan
31.8000000000002    -nan    -nan    -nan
31.9000000000002    -nan    -nan    -nan
32.0000000000002    -nan    -nan    -nan
32.1000000000002    -nan    -nan    -nan
32.2000000000002    -nan    -nan    -nan
32.3000000000002    -nan    -nan    -nan
32.4000000000002    -nan    -nan    -nan
32.5000000000002    -nan    -nan    -nan
32.6000000000002    -nan    -nan    -nan
32.7000000000002    -nan    -nan    -nan
32.8000000000002    -nan    -nan    -nan
32.9000000000002    -nan    -nan    -nan
33.0000000000002    -nan    -nan    -nan
33.1000000000002    -nan    -nan    -nan
33.2000000000002    -nan    -nan    -nan
33.3000000000002    -nan    -nan    -nan
33.4000000000002    -nan    -nan    -nan
33.5000000000002    -nan    -nan    -nan
33.6000000000002    -nan    -nan    -nan
33.7000000000002    -nan    -nan    -nan
33.8000000000002    -nan    -nan    -nan
33.9000000000002    -nan    -nan    -nan
34.0000000000002    -nan    -nan    -nan
34.1000000000002    -nan    -nan    -nan
34.2000000000002    -nan    -nan    -nan
34.3000000000002    -nan    -nan    -nan
34.4000000000002    -nan    -nan    -nan
34.5000000000002    -nan    -nan    -nan
34.6000000000002    -nan    -nan    -nan
34.7000000000002    -nan    -nan    -nan
34.8000000000002    -nan    -nan    -nan
34.9000000000002    -nan    -nan    -nan
35.0000000000002    -nan    -nan    -nan
35.1000000000002    -nan    -nan    -nan
35.2000000000002    -nan    -nan    -nan
35.3000000000002    -nan    -nan    -nan
35.4000000000002    -nan    -nan    -nan
35.5000000000002    -nan    -nan    -nan
35.6000000000002    -nan    -nan    -nan
35.7000000000002    -nan    -nan    -nan
35.8000000000002    -nan    -nan    -nan
35.9000000000002    -nan    -nan    -nan
36.0000000000002    -nan    -nan    -nan
36.1000000000002    -nan    -nan    -nan
36.2000000000002    -nan    -nan    -nan
36.3000000000002    -nan    -nan    -nan
36.4000000000002    -nan    -nan    -nan
36.5000000000002    -nan    -nan    -nan
36.6000000000003    -nan    -nan    -nan
36.7000000000003    -nan    -nan    -nan
36.8000000000003    -nan    -nan    -nan
36.9000000000003    -nan    -nan    -nan
37.0000000000003    -nan    -nan    -nan
37.1000000000003    -nan    -nan    -nan
37.2000000000003    -nan    -nan    -nan
37.3000000000003    -nan    -nan    -nan
37.4000000000003    -nan    -nan    -nan
37.5000000000003    -nan    -nan    -nan
37.6000000000003    -nan    -nan    -nan
37.7000000000003    -nan    -nan    -nan
37.8000000000003    -nan    -nan    -nan
37.9000000000003    -nan    -nan    -nan
38.0000000000003    -nan    -nan    -nan
38.1000000000003    -nan    -nan    -nan
38.2000000000003    -nan    -nan    -nan
38.3000000000003    -nan    -nan    -nan
38.4000000000003    -nan    -nan    -nan
38.5000000000003    -nan    -nan    -nan
38.6000000000003    -nan    -nan    -nan
38.7000000000003    -nan    -nan    -nan
38.8000000000003    -nan    -nan    -nan
38.9000000000003    -nan    -nan    -nan
39.0000000000003    -nan    -nan    -nan
39.1000000000003    -nan    -nan    -nan
39.2000000000003    -nan    -nan    -nan
39.3000000000003    -nan    -nan    -nan
39.4000000000003    -nan    -nan    -nan
39.5000000000003    -nan    -nan    -nan
39.6000000000003    -nan    -nan    -nan
39.7000000000003    -nan    -nan    -nan
39.8000000000003    -nan    -nan    -nan
39.9000000000003    -nan    -nan    -nan
40.0000000000003    -nan    -nan    -nan
40.1000000000003    -nan    -nan    -nan
40.2000000000003    -nan    -nan    -nan
40.3000000000003    -nan    -nan    -nan
40.4000000000003    -nan    -nan    -nan
40.5000000000003    -nan    -nan    -nan
40.6000000000003    -nan    -nan    -nan
40.7000000000003    -nan    -nan    -nan
40.8000000000003    -nan    -nan    -nan
40.9000000000003    -nan    -nan    -nan
41.0000000000003    -nan    -nan    -nan
41.1000000000003    -nan    -nan    -nan
41.2000000000003    -nan    -nan    -nan
41.3000000000003    -nan    -nan    -nan
41.4000000000003    -nan    -nan    -nan
41.5000000000003    -nan    -nan    -nan
41.6000000000003    -nan    -nan    -nan
41.7000000000003    -nan    -nan    -nan
41.8000000000003    -nan    -nan    -nan
41.9000000000003    -nan    -nan    -nan
42.0000000000003    -nan    -nan    -nan
42.1000000000003    -nan    -nan    -nan
42.2000000000003    -nan    -nan    -nan
42.3000000000003    -nan    -nan    -nan
42.4000000000003    -nan    -nan    -nan
42.5000000000003    -nan    -nan    -nan
42.6000000000003    -nan    -nan    -nan
42.7000000000003    -nan    -nan    -nan
42.8000000000003    -nan    -nan    -nan
42.9000000000003    -nan    -nan    -nan
43.0000000000003    -nan    -nan    -nan
43.1000000000003    -nan    -nan    -nan
43.2000000000003    -nan    -nan    -nan
43.3000000000003    -nan    -nan    -nan
43.4000000000003    -nan    -nan    -nan
43.5000000000003    -nan    -nan    -nan
43.6000000000003    -nan    -nan    -nan
43.7000000000004    -nan    -nan    -nan
43.8000000000004    -nan    -nan    -nan
43.9000000000004    -nan    -nan    -nan
44.0000000000004    -nan    -nan    -nan
44.1000000000004    -nan    -nan    -nan
44.2000000000004    -nan    -nan    -nan
44.3000000000004    -nan    -nan    -nan
44.4000000000004    -nan    -nan    -nan
44.5000000000004    -nan    -nan    -nan
44.6000000000004    -nan    -nan    -nan
44.7000000000004    -nan    -nan    -nan
44.8000000000004    -nan    -nan    -nan
44.9000000000004    -nan    -nan    -nan
45.0000000000004    -nan    -nan    -nan
45.1000000000004    -nan    -nan    -nan
45.2000000000004    -nan    -nan    -nan
45.3000000000004    -nan    -nan    -nan
45.4000000000004    -nan    -nan    -nan
45.5000000000004    -nan    -nan    -nan
45.6000000000004    -nan    -nan    -nan
45.7000000000004    -nan    -nan    -nan
45.8000000000004    -nan    -nan    -nan
45.9000000000004    -nan    -nan    -nan
46.0000000000004    -nan    -nan    -nan
46.1000000000004    -nan    -nan    -nan
46.2000000000004    -nan    -nan    -nan
46.3000000000004    -nan    -nan    -nan
46.4000000000004    -nan    -nan    -nan
46.5000000000004    -nan    -nan    -nan
46.6000000000004    -nan    -nan    -nan
46.7000000000004    -nan    -nan    -nan
46.8000000000004    -nan    -nan    -nan
46.9000000000004    -nan    -nan    -nan
47.0000000000004    -nan    -nan    -nan
47.1000000000004    -nan    -nan    -nan
47.2000000000004    -nan    -nan    -nan
47.3000000000004    -nan    -nan    -nan
47.4000000000004    -nan    -nan    -nan
47.5000000000004    -nan    -nan    -nan
47.6000000000004    -nan    -nan    -nan
47.7000000000004    -nan    -nan    -nan
47.8000000000004    -nan    -nan    -nan
47.9000000000004    -nan    -nan    -nan
48.0000000000004    -nan    -nan    -nan
48.1000000000004    -nan    -nan    -nan
48.2000000000004    -nan    -nan    -nan
48.3000000000004    -nan    -nan    -nan
48.4000000000004    -nan    -nan    -nan
48.5000000000004    -nan    -nan    -nan
48.6000000000004    -nan    -nan    -nan
48.7000000000004    -nan    -nan    -nan
48.8000000000004    -nan    -nan    -nan
48.9000000000004    -nan    -nan    -nan
49.0000000000004    -nan    -nan    -nan
49.1000000000004    -nan    -nan    -nan
49.2000000000004    -nan    -nan    -nan
49.3000000000004    -nan    -nan    -nan
49.4000000000004    -nan    -nan    -nan
49.5000000000004    -nan    -nan    -nan
49.6000000000004    -nan    -nan    -nan
49.7000000000004    -nan    -nan    -nan
49.8000000000004    -nan    -nan    -nan
49.9000000000004    -nan    -nan    -nan
50.0000000000004    -nan    -nan    -nan
50.1000000000004    -nan    -nan    -nan
50.2000000000004    -nan    -nan    -nan
50.3000000000004    -nan    -nan    -nan
50.4000000000004    -nan    -nan    -nan
50.5000000000004    -nan    -nan    -nan
50.6000000000004    -nan    -nan    -nan
50.7000000000005    -nan    -nan    -nan
50.8000000000005    -nan    -nan    -nan
50.9000000000005    -nan    -nan    -nan
51.0000000000005    -nan    -nan    -nan
51.1000000000005    -nan    -nan    -nan
51.2000000000005    -nan    -nan    -nan
51.3000000000005    -nan    -nan    -nan
51.4000000000005    -nan    -nan    -nan
51.5000000000005    -nan    -nan    -nan
51.6000000000005    -nan    -nan    -nan
51.7000000000005    -nan    -nan    -nan
51.8000000000005    -nan    -nan    -nan
51.9000000000005    -nan    -nan    -nan
52.0000000000005    -nan    -nan    -nan
52.1000000000005    -nan    -nan    -nan
52.2000000000005    -nan    -nan    -nan
52.3000000000005    -nan    -nan    -nan
52.4000000000005    -nan    -nan    -nan
52.5000000000005    -nan    -nan    -nan
52.6000000000005    -nan    -nan    -nan
52.7000000000005    -nan    -nan    -nan
52.8000000000005    -nan    -nan    -nan
52.9000000000005    -nan    -nan    -nan
53.0000000000005    -nan    -nan    -nan
53.1000000000005    -nan    -nan    -nan
53.2000000000005    -nan    -nan    -nan
53.3000000000005    -nan    -nan    -nan
53.4000000000005    -nan    -nan    -nan
53.5000000000005    -nan    -nan    -nan
53.6000000000005    -nan    -nan    -nan
53.7000000000005    -nan    -nan    -nan
53.8000000000005    -nan    -nan    -nan
53.9000000000005    -nan    -nan    -nan
54.0000000000005    -nan    -nan    -nan
54.1000000000005    -nan    -nan    -nan
54.2000000000005    -nan    -nan    -nan
54.3000000000005    -nan    -nan    -nan
54.4000000000005    -nan    -nan    -nan
54.5000000000005    -nan    -nan    -nan
54.6000000000005    -nan    -nan    -nan
54.7000000000005    -nan    -nan    -nan
54.8000000000005    -nan    -nan    -nan
54.9000000000005    -nan    -nan    -nan
55.0000000000005    -nan    -nan    -nan
55.1000000000005    -nan    -nan    -nan
55.2000000000005    -nan    -nan    -nan
55.3000000000005    -nan    -nan    -nan
55.4000000000005    -nan    -nan    -nan
55.5000000000005    -nan    -nan    -nan
55.6000000000005    -nan    -nan    -nan
55.7000000000005    -nan    -nan    -nan
55.8000000000005    -nan    -nan    -nan
55.9000000000005    -nan    -nan    -nan
56.0000000000005    -nan    -nan    -nan
56.1000000000005    -nan    -nan    -nan
56.2000000000005    -nan    -nan    -nan
56.3000000000005    -nan    -nan    -nan
56.4000000000005    -nan    -nan    -nan
56.5000000000005    -nan    -nan    -nan
56.6000000000005    -nan    -nan    -nan
56.7000000000005    -nan    -nan    -nan
56.8000000000005    -nan    -nan    -nan
56.9000000000005    -nan    -nan    -nan
57.0000000000005    -nan    -nan    -nan
57.1000000000005    -nan    -nan    -nan
57.2000000000005    -nan    -nan    -nan
57.3000000000005    -nan    -nan    -nan
57.4000000000005    -nan    -nan    -nan
57.5000000000005    -nan    -nan    -nan
57.6000000000005    -nan    -nan    -nan
57.7000000000005    -nan    -nan    -nan
57.8000000000006    -nan    -nan    -nan
57.9000000000006    -nan    -nan    -nan
58.0000000000006    -nan    -nan    -nan
58.1000000000006    -nan    -nan    -nan
58.2000000000006    -nan    -nan    -nan
58.3000000000006    -nan    -nan    -nan
58.4000000000006    -nan    -nan    -nan
58.5000000000006    -nan    -nan    -nan
58.6000000000006    -nan    -nan    -nan
58.7000000000006    -nan    -nan    -nan
58.8000000000006    -nan    -nan    -nan
58.9000000000006    -nan    -nan    -nan
59.0000000000006    -nan    -nan    -nan
59.1000000000006    -nan    -nan    -nan
59.2000000000006    -nan    -nan    -nan
59.3000000000006    -nan    -nan    -nan
59.4000000000006    -nan    -nan    -nan
59.5000000000006    -nan    -nan    -nan
59.6000000000006    -nan    -nan    -nan
59.7000000000006    -nan    -nan    -nan
59.8000000000006    -nan    -nan    -nan
59.9000000000006    -nan    -nan    -nan
60.0000000000006    -nan    -nan    -nan
60.1000000000006    -nan    -nan    -nan
60.2000000000006    -nan    -nan    -nan
60.3000000000006    -nan    -nan    -nan
60.4000000000006    -nan    -nan    -nan
60.5000000000006    -nan    -nan    -nan
60.6000000000006    -nan    -nan    -nan
60.7000000000006    -nan    -nan    -nan
60.8000000000006    -nan    -nan    -nan
60.9000000000006    -nan    -nan    -nan
61.0000000000006    -nan    -nan    -nan
61.1000000000006    -nan    -nan    -nan
61.2000000000006    -nan    -nan    -nan
61.3000000000006    -nan    -nan    -nan
61.4000000000006    -nan    -nan    -nan
61.5000000000006    -nan    -nan    -nan
61.6000000000006    -nan    -nan    -nan
61.7000000000006    -nan    -nan    -nan
61.8000000000006    -nan    -nan    -nan
61.9000000000006    -nan    -nan    -nan
62.0000000000006    -nan    -nan    -nan
62.1000000000006    -nan    -nan    -nan
62.2000000000006    -nan    -nan    -nan
62.3000000000006    -nan    -nan    -nan
62.4000000000006    -nan    -nan    -nan
62.5000000000006    -nan    -nan    -nan
62.6000000000006    -nan    -nan    -nan
62.7000000000006    -nan    -nan    -nan
62.8000000000006    -nan    -nan    -nan
62.9000000000006    -nan    -nan    -nan
63.0000000000006    -nan    -nan    -nan
63.1000000000006    -nan    -nan    -nan
63.2000000000006    -nan    -nan    -nan
63.3000000000006    -nan    -nan    -nan
63.4000000000006    -nan    -nan    -nan
63.5000000000006    -nan    -nan    -nan
63.6000000000006    -nan    -nan    -nan
63.7000000000006    -nan    -nan    -nan
63.8000000000006    -nan    -nan    -nan
63.9000000000006    -nan    -nan    -nan
64.0000000000006    -nan    -nan    -nan
64.1000000000006    -nan    -nan    -nan
64.2000000000006    -nan    -nan    -nan
64.3000000000006    -nan    -nan    -nan
64.4000000000006    -nan    -nan    -nan
64.5000000000006    -nan    -nan    -nan
64.6000000000006    -nan    -nan    -nan
64.7000000000006    -nan    -nan    -nan
64.8000000000006    -nan    -nan    -nan
64.9000000000006    -nan    -nan    -nan
65.0000000000006    -nan    -nan    -nan
65.1000000000006    -nan    -nan    -nan
65.2000000000006    -nan    -nan    -nan
65.3000000000006    -nan    -nan    -nan
65.4000000000006    -nan    -nan    -nan
65.5000000000006    -nan    -nan    -nan
65.6000000000005    -nan    -nan    -nan
65.7000000000005    -nan    -nan    -nan
65.8000000000005    -nan    -nan    -nan
65.9000000000005    -nan    -nan    -nan
66.0000000000005    -nan    -nan    -nan
66.1000000000005    -nan    -nan    -nan
66.2000000000005    -nan    -nan    -nan
66.3000000000005    -nan    -nan    -nan
66.4000000000005    -nan    -nan    -nan
66.5000000000005    -nan    -nan    -nan
66.6000000000005    -nan    -nan    -nan
66.7000000000005    -nan    -nan    -nan
66.8000000000005    -nan    -nan    -nan
66.9000000000005    -nan    -nan    -nan
67.0000000000005    -nan    -nan    -nan
67.1000000000005    -nan    -nan    -nan
67.2000000000005    -nan    -nan    -nan
67.3000000000005    -nan    -nan    -nan
67.4000000000004    -nan    -nan    -nan
67.5000000000004    -nan    -nan    -nan
67.6000000000004    -nan    -nan    -nan
67.7000000000004    -nan    -nan    -nan
67.8000000000004    -nan    -nan    -nan
67.9000000000004    -nan    -nan    -nan
68.0000000000004    -nan    -nan    -nan
68.1000000000004    -nan    -nan    -nan
68.2000000000004    -nan    -nan    -nan
68.3000000000004    -nan    -nan    -nan
68.4000000000004    -nan    -nan    -nan
68.5000000000004    -nan    -nan    -nan
68.6000000000004    -nan    -nan    -nan
68.7000000000004    -nan    -nan    -nan
68.8000000000004    -nan    -nan    -nan
68.9000000000004    -nan    -nan    -nan
69.0000000000004    -nan    -nan    -nan
69.1000000000003    -nan    -nan    -nan
69.2000000000003    -nan    -nan    -nan
69.3000000000003    -nan    -nan    -nan
69.4000000000003    -nan    -nan    -nan
69.5000000000003    -nan    -nan    -nan
69.6000000000003    -nan    -nan    -nan
69.7000000000003    -nan    -nan    -nan
69.8000000000003    -nan    -nan    -nan
69.9000000000003    -nan    -nan    -nan
70.0000000000003    -nan    -nan    -nan
70.1000000000003    -nan    -nan    -nan
70.2000000000003    -nan    -nan    -nan
70.3000000000003    -nan    -nan    -nan
70.4000000000003    -nan    -nan    -nan
70.5000000000003    -nan    -nan    -nan
70.6000000000003    -nan    -nan    -nan
70.7000000000003    -nan    -nan    -nan
70.8000000000003    -nan    -nan    -nan
70.9000000000002    -nan    -nan    -nan
71.0000000000002    -nan    -nan    -nan
71.1000000000002    -nan    -nan    -nan
71.2000000000002    -nan    -nan    -nan
71.3000000000002    -nan    -nan    -nan
71.4000000000002    -nan    -nan    -nan
71.5000000000002    -nan    -nan    -nan
71.6000000000002    -nan    -nan    -nan
71.7000000000002    -nan    -nan    -nan
71.8000000000002    -nan    -nan    -nan
71.9000000000002    -nan    -nan    -nan
72.0000000000002    -nan    -nan    -nan
72.1000000000002    -nan    -nan    -nan
72.2000000000002    -nan    -nan    -nan
72.3000000000002    -nan    -nan    -nan
72.4000000000002    -nan    -nan    -nan
72.5000000000002    -nan    -nan    -nan
72.6000000000002    -nan    -nan    -nan
