0    0.355344107678517    2.57777714665748e-09    6.98119166635575e-09    1.22631333028966e-09    0.500000000016903    6.48846825581861e-09    0.85534412496917
0.1    0.290887959388751    2.07451388350249e-09    4.98318482521945e-09    9.45586672258823e-10    0.420310143968472    4.87037448126966e-09    0.711198116230882
0.2    0.244762881706361    1.41284082238159e-09    3.65230505245889e-09    7.14731403544872e-10    0.348833039810617    3.55478294391569e-09    0.593595930851638
0.3    0.210748051720557    1.11225209553479e-09    2.70844583315255e-09    5.38328717714323e-10    0.284472766933046    2.5430200037917e-09    0.49522082555565
0.4    0.184821254588518    8.38577900301941e-10    1.99487124369838e-09    4.12761523396393e-10    0.226587314948863    1.80238637388006e-09    0.411408574585978
0.5    0.164280572910244    6.24618592578734e-10    1.44987867517742e-09    3.25809898395244e-10    0.174897558025734    1.26557420770909e-09    0.339178134601859
0.6    0.147238931869467    4.93847734948206e-10    1.04946102036237e-09    2.64255355644865e-10    0.129410010934444    8.65145840293846e-10    0.276648945476621
0.7    0.132326493583952    3.46496684489837e-10    7.67736524169104e-10    2.18038217737911e-10    0.0903386351224645    5.59621980008156e-10    0.222665130598309
0.8    0.118516034019363    3.14126817579261e-10    5.50603863849529e-10    1.85847648757684e-10    0.0580140935666087    3.46665904718079e-10    0.176530128983216
0.900000000000001    0.105028010858414    2.12108621333212e-10    3.65663137487517e-10    1.74186358769678e-10    0.0327724527253959    2.09954090969494e-10    0.137800464545722
1    0.0912947517441288    1.98767376883229e-10    2.59213158008105e-10    1.58051157129455e-10    0.0148210863914096    9.87597104719904e-11    0.10611583885033
1.1    0.0769748643779243    1.42331144560944e-10    1.80763588477159e-10    1.5181692888199e-10    0.0040886653617827    2.92409796924788e-11    0.0810635302438597
1.2    0.0620108023731761    1.30441852034257e-10    1.37078925044811e-10    1.38579133316012e-10    7.87395611291e-05    5.99987706834607e-13    0.0620895423410051
1.3    0.0467119589245843    1.06594445671939e-10    1.15456621466918e-10    1.1921822918367e-10    0.00176065829736672    1.3351368831661e-11    0.0484726175765717
1.4    0.0318207789836365    9.10409880364908e-11    1.27758057262063e-10    8.1682701011996e-11    0.00754273545916018    3.89637273241977e-11    0.0393635147822422
1.5    0.0184881884785722    8.01358112446654e-11    1.24186643185544e-10    6.35161199339778e-11    0.0153730190118441    6.16146045736509e-11    0.0338612078198695
1.6    0.00807561865011341    6.57647357565194e-11    1.2456167967717e-10    4.66251417125254e-11    0.0229938777550479    7.57393010303347e-11    0.0310694967178521
1.7    0.00175698374195793    6.14242255558811e-11    1.16889993837043e-10    3.8354067833704e-11    0.0283327223242634    7.85624053232198e-11    0.0300897063614521
1.8    2.7550787963697e-05    4.98000453232721e-11    1.02670751861319e-10    3.23516407770489e-11    0.0299494487620812    7.5748631505471e-11    0.029976999810616
1.9    0.00235990574544119    4.4058004866074e-11    8.71026112134187e-11    2.74382360050782e-11    0.0274065506445663    6.52288326772289e-11    0.0297664566138351
